Character	Dialog
BRUTUS	I'll leave you.
BRUTUS	Cassius,
BRUTUS	Be not deceiv'd: if I have veil'd my look,
BRUTUS	I turn the trouble of my countenance
BRUTUS	Merely upon myself. Vexed I am
BRUTUS	Of late with passions of some difference,
BRUTUS	Conceptions only proper to myself,
BRUTUS	Which give some soil perhaps to my behaviours;
BRUTUS	But let not therefore my good friends be griev'd,—
BRUTUS	Among which number, Cassius, be you one,—
BRUTUS	Nor construe any further my neglect,
BRUTUS	Than that poor Brutus, with himself at war,
BRUTUS	Forgets the shows of love to other men.
BRUTUS	No, Cassius; for the eye sees not itself,
BRUTUS	But by reflection, by some other things.
BRUTUS	Into what dangers would you lead me, Cassius,
BRUTUS	That you would have me seek into myself
BRUTUS	For that which is not in me?
BRUTUS	What means this shouting? I do fear the people
BRUTUS	Choose Cæsar for their king.
BRUTUS	I would not, Cassius; yet I love him well.
BRUTUS	But wherefore do you hold me here so long?
BRUTUS	What is it that you would impart to me?
BRUTUS	If it be aught toward the general good,
BRUTUS	Set honour in one eye and death i' the other,
BRUTUS	And I will look on both indifferently;
BRUTUS	For let the gods so speed me as I love
BRUTUS	The name of honour more than I fear death.
BRUTUS	Another general shout!
BRUTUS	I do believe that these applauses are
BRUTUS	For some new honours that are heaped on Cæsar.
BRUTUS	That you do love me, I am nothing jealous;
BRUTUS	What you would work me to, I have some aim:
BRUTUS	How I have thought of this and of these times,
BRUTUS	I shall recount hereafter; for this present,
BRUTUS	I would not, so with love I might entreat you,
BRUTUS	Be any further mov'd. What you have said
BRUTUS	I will consider; what you have to say
BRUTUS	I will with patience hear, and find a time
BRUTUS	Both meet to hear and answer such high things.
BRUTUS	Till then, my noble friend, chew upon this:
BRUTUS	Brutus had rather be a villager
BRUTUS	Than to repute himself a son of Rome
BRUTUS	Under these hard conditions as this time
BRUTUS	Is like to lay upon us.
BRUTUS	The games are done and Cæsar is returning.
BRUTUS	I will do so. But, look you, Cassius,
BRUTUS	The angry spot doth glow on Cæsar's brow,
BRUTUS	And all the rest look like a chidden train:
BRUTUS	Calphurnia's cheek is pale, and Cicero
BRUTUS	Looks with such ferret and such fiery eyes
BRUTUS	As we have seen him in the Capitol,
BRUTUS	Being cross'd in conference by some senators.
BRUTUS	Ay, Casca; tell us what hath chanc'd to-day,
BRUTUS	That Cæsar looks so sad.
BRUTUS	I should not then ask Casca what had chanc'd.
BRUTUS	What was the second noise for?
BRUTUS	Was the crown offered him thrice?
BRUTUS	Tell us the manner of it, gentle Casca.
BRUTUS	'Tis very like: he hath the falling-sickness.
BRUTUS	What said he, when he came unto himself?
BRUTUS	And after that he came, thus sad, away?
BRUTUS	What a blunt fellow is this grown to be!
BRUTUS	He was quick mettle when he went to school.
BRUTUS	And so it is. For this time I will leave you:
BRUTUS	To-morrow, if you please to speak with me,
BRUTUS	I will come home to you; or, if you will,
BRUTUS	Come home to me, and I will wait for you.
BRUTUS	What, Lucius! ho!
BRUTUS	I cannot, by the progress of the stars,
BRUTUS	Give guess how near to day. Lucius, I say!
BRUTUS	I would it were my fault to sleep so soundly.
BRUTUS	When, Lucius, when! Awake, I say! what, Lucius!
BRUTUS	Get me a taper in my study, Lucius:
BRUTUS	When it is lighted, come and call me here.
BRUTUS	It must be by his death: and, for my part,
BRUTUS	I know no personal cause to spurn at him,
BRUTUS	But for the general. He would be crown'd:
BRUTUS	How that might change his nature, there's the question:
BRUTUS	It is the bright day that brings forth the adder;
BRUTUS	And that craves wary walking. Crown him?—that!
BRUTUS	And then, I grant, we put a sting in him,
BRUTUS	That at his will he may do danger with.
BRUTUS	The abuse of greatness is when it disjoins
BRUTUS	Remorse from power; and, to speak truth of Cæsar,
BRUTUS	I have not known when his affections sway'd
BRUTUS	More than his reason. But 'tis a common proof,
BRUTUS	That lowliness is young ambition's ladder,
BRUTUS	Whereto the climber-upward turns his face;
BRUTUS	But when he once attains the upmost round,
BRUTUS	He then unto the ladder turns his back,
BRUTUS	Looks in the clouds, scorning the base degrees
BRUTUS	By which he did ascend. So Cæsar may:
BRUTUS	Then, lest he may, prevent. And, since the quarrel
BRUTUS	Will bear no colour for the thing he is,
BRUTUS	Fashion it thus; that what he is, augmented,
BRUTUS	Would run to these and these extremities;
BRUTUS	And therefore think him as a serpent's egg
BRUTUS	Which, hatch'd, would, as his kind, grow mischievous,
BRUTUS	And kill him in the shell.
BRUTUS	Get you to bed again; it is not day.
BRUTUS	Is not to-morrow, boy, the ides of March?
BRUTUS	Look in the calendar, and bring me word.
BRUTUS	The exhalations whizzing in the air
BRUTUS	Give so much light that I may read by them.
BRUTUS	Brutus, thou sleep'st: awake and see thyself.
BRUTUS	Shall Rome, &c. Speak, strike, redress!
BRUTUS	Brutus, thou sleep'st: awake!
BRUTUS	Such instigations have been often dropp'd
BRUTUS	Where I have took them up.
BRUTUS	'Shall Rome, &c.' Thus must I piece it out:
BRUTUS	Shall Rome stand under one man's awe? What, Rome?
BRUTUS	My ancestors did from the streets of Rome
BRUTUS	The Tarquin drive, when he was call'd a king.
BRUTUS	'Speak, strike, redress!' Am I entreated
BRUTUS	To speak, and strike? O Rome! I make thee promise;
BRUTUS	If the redress will follow, thou receiv'st
BRUTUS	Thy full petition at the hand of Brutus!
BRUTUS	'Tis good. Go to the gate: somebody knocks.
BRUTUS	Since Cassius first did whet me against Cæsar,
BRUTUS	I have not slept.
BRUTUS	Between the acting of a dreadful thing
BRUTUS	And the first motion, all the interim is
BRUTUS	Like a phantasma, or a hideous dream:
BRUTUS	The genius and the mortal instruments
BRUTUS	Are then in council; and the state of man,
BRUTUS	Like to a little kingdom, suffers then
BRUTUS	The nature of an insurrection.
BRUTUS	Is he alone?
BRUTUS	Do you know them?
BRUTUS	Let 'em enter.
BRUTUS	They are the faction. O conspiracy!
BRUTUS	Sham'st thou to show thy dangerous brow by night,
BRUTUS	When evils are most free? O! then by day
BRUTUS	Where wilt thou find a cavern dark enough
BRUTUS	To mask thy monstrous visage? Seek none, conspiracy;
BRUTUS	Hide it in smiles and affability:
BRUTUS	For if thou path, thy native semblance on,
BRUTUS	Not Erebus itself were dim enough
BRUTUS	To hide thee from prevention.
BRUTUS	I have been up this hour, awake all night.
BRUTUS	Know I these men that come along with you?
BRUTUS	He is welcome hither.
BRUTUS	He is welcome too.
BRUTUS	They are all welcome.
BRUTUS	What watchful cares do interpose themselves
BRUTUS	Betwixt your eyes and night?
BRUTUS	Here lies the east: doth not the day break here?
BRUTUS	Give me your hands all over, one by one.
BRUTUS	No, not an oath: if not the face of men,
BRUTUS	The sufferance of our souls, the time's abuse,
BRUTUS	If these be motives weak, break off betimes,
BRUTUS	And every man hence to his idle bed;
BRUTUS	So let high-sighted tyranny range on,
BRUTUS	Till each man-drop by lottery. But if these,
BRUTUS	As I am sure they do, bear fire enough
BRUTUS	To kindle cowards and to steel with valour
BRUTUS	The melting spirits of women, then, countrymen,
BRUTUS	What need we any spur but our own cause
BRUTUS	To prick us to redress? what other bond
BRUTUS	Than secret Romans, that have spoke the word
BRUTUS	And will not palter? and what other oath
BRUTUS	Than honesty to honesty engag'd,
BRUTUS	That this shall be, or we will fall for it?
BRUTUS	Swear priests and cowards and men cautelous,
BRUTUS	Old feeble carrions and such suffering souls
BRUTUS	That welcome wrongs; unto bad causes swear
BRUTUS	Such creatures as men doubt; but do not stain
BRUTUS	The even virtue of our enterprise,
BRUTUS	Nor th' insuppressive mettle of our spirits,
BRUTUS	To think that or our cause or our performance
BRUTUS	Did need an oath; when every drop of blood
BRUTUS	That every Roman bears, and nobly bears,
BRUTUS	Is guilty of a several bastardy,
BRUTUS	If he do break the smallest particle
BRUTUS	Of any promise that hath pass'd from him.
BRUTUS	O! name him not: let us not break with him;
BRUTUS	For he will never follow any thing
BRUTUS	That other men begin.
BRUTUS	Shall no man else be touch'd but only Cæsar?
BRUTUS	Our course will seem too bloody, Caius Cassius,
BRUTUS	To cut the head off and then hack the limbs,
BRUTUS	Like wrath in death and envy afterwards;
BRUTUS	For Antony is but a limb of Cæsar.
BRUTUS	Let us be sacrificers, but not butchers, Caius.
BRUTUS	We all stand up against the spirit of Cæsar;
BRUTUS	And in the spirit of men there is no blood:
BRUTUS	O! then that we could come by Cæsar's spirit,
BRUTUS	And not dismember Cæsar. But, alas!
BRUTUS	Cæsar must bleed for it. And, gentle friends,
BRUTUS	Let's kill him boldly, but not wrathfully;
BRUTUS	Let's carve him as a dish fit for the gods,
BRUTUS	Not hew him as a carcass fit for hounds:
BRUTUS	And let our hearts, as subtle masters do,
BRUTUS	Stir up their servants to an act of rage,
BRUTUS	And after seem to chide 'em. This shall make
BRUTUS	Our purpose necessary and not envious;
BRUTUS	Which so appearing to the common eyes,
BRUTUS	We shall be call'd purgers, not murderers.
BRUTUS	And, for Mark Antony, think not of him;
BRUTUS	For he can do no more than Cæsar's arm
BRUTUS	When Cæsar's head is off.
BRUTUS	Alas! good Cassius, do not think of him:
BRUTUS	If he love Cæsar, all that he can do
BRUTUS	Is to himself, take thought and die for Cæsar:
BRUTUS	And that were much he should; for he is given
BRUTUS	To sports, to wildness, and much company.
BRUTUS	Peace! count the clock.
BRUTUS	Never fear that: if he be so resolv'd,
BRUTUS	I can o'ersway him; for he loves to hear
BRUTUS	That unicorns may be betray'd with trees,
BRUTUS	And bears with glasses, elephants with holes,
BRUTUS	Lions with toils, and men with flatterers;
BRUTUS	But when I tell him he hates flatterers,
BRUTUS	He says he does, being then most flattered.
BRUTUS	Let me work;
BRUTUS	For I can give his humour the true bent,
BRUTUS	And I will bring him to the Capitol.
BRUTUS	By the eighth hour: is that the uttermost?
BRUTUS	Now, good Metellus, go along by him:
BRUTUS	He loves me well, and I have given him reasons;
BRUTUS	Send him but hither, and I'll fashion him.
BRUTUS	Good gentlemen, look fresh and merrily;
BRUTUS	Let not our looks put on our purposes,
BRUTUS	But bear it as our Roman actors do,
BRUTUS	With untir'd spirits and formal constancy:
BRUTUS	And so good morrow to you every one.
BRUTUS	Boy! Lucius! Fast asleep? It is no matter;
BRUTUS	Enjoy the honey-heavy dew of slumber:
BRUTUS	Thou hast no figures nor no fantasies
BRUTUS	Which busy care draws in the brains of men;
BRUTUS	Therefore thou sleep'st so sound.
BRUTUS	Portia, what mean you? Wherefore rise you now?
BRUTUS	It is not for your health thus to commit
BRUTUS	Your weak condition to the raw cold morning.
BRUTUS	I am not well in health, and that is all.
BRUTUS	Why, so I do. Good Portia, go to bed.
BRUTUS	Kneel not, gentle Portia.
BRUTUS	You are my true and honourable wife,
BRUTUS	As dear to me as are the ruddy drops
BRUTUS	That visit my sad heart.
BRUTUS	O ye gods!
BRUTUS	Render me worthy of this noble wife.
BRUTUS	Hark, hark! one knocks. Portia, go in awhile;
BRUTUS	And by and by thy bosom shall partake
BRUTUS	The secrets of my heart.
BRUTUS	All my engagements I will construe to thee,
BRUTUS	All the charactery of my sad brows.
BRUTUS	Leave me with haste.
BRUTUS	Lucius, who's that knocks?
BRUTUS	Caius Ligarius, that Metellus spoke of.
BRUTUS	Boy, stand aside. Caius Ligarius! how?
BRUTUS	O! what a time have you chose out, brave Caius,
BRUTUS	To wear a kerchief. Would you were not sick.
BRUTUS	Such an exploit have I in hand, Ligarius,
BRUTUS	Had you a healthful ear to hear of it.
BRUTUS	A piece of work that will make sick men whole.
BRUTUS	That must we also. What it is, my Caius,
BRUTUS	I shall unfold to thee as we are going
BRUTUS	To whom it must be done.
BRUTUS	Follow me then.
BRUTUS	Cæsar, all hail! Good morrow, worthy Cæsar:
BRUTUS	I come to fetch you to the senate-house.
BRUTUS	Most mighty Cæsar, let me know some cause,
BRUTUS	Lest I be laugh'd at when I tell them so.
BRUTUS	This dream is all amiss interpreted;
BRUTUS	It was a vision fair and fortunate:
BRUTUS	Your statue spouting blood in many pipes,
BRUTUS	In which so many smiling Romans bath'd,
BRUTUS	Signifies that from you great Rome shall suck
BRUTUS	Reviving blood, and that great men shall press
BRUTUS	For tinctures, stains, relics, and cognizance.
BRUTUS	This by Calphurnia's dream is signified.
BRUTUS	I have, when you have heard what I can say:
BRUTUS	And know it now: the senate have concluded
BRUTUS	To give this day a crown to mighty Cæsar.
BRUTUS	If you shall send them word you will not come,
BRUTUS	Their minds may change. Besides, it were a mock
BRUTUS	Apt to be render'd, for some one to say
BRUTUS	'Break up the senate till another time,
BRUTUS	When Cæsar's wife shall meet with better dreams.'
BRUTUS	If Cæsar hide himself, shall they not whisper
BRUTUS	'Lo! Cæsar is afraid?'
BRUTUS	Pardon me, Cæsar; for my dear dear love
BRUTUS	To your proceeding bids me tell you this,
BRUTUS	And reason to my love is liable.
BRUTUS	Cæsar, 'tis strucken eight.
BRUTUS	That every like is not the same, O Cæsar!
BRUTUS	The heart of Brutus yearns to think upon.
BRUTUS	Trebonius doth desire you to o'er-read,
BRUTUS	At your best leisure, this his humble suit.
BRUTUS	What said Popilius Lena?
BRUTUS	Look, how he makes to Cæsar: mark him.
BRUTUS	Cassius, be constant:
BRUTUS	Popilius Lena speaks not of our purposes;
BRUTUS	For, look, he smiles, and Cæsar doth not change.
BRUTUS	Where is Metellus Cimber? Let him go,
BRUTUS	And presently prefer his suit to Cæsar.
BRUTUS	He is address'd; press near and second him.
BRUTUS	I kiss thy hand, but not in flattery, Cæsar;
BRUTUS	Desiring thee, that Publius Cimber may
BRUTUS	Have an immediate freedom of repeal.
BRUTUS	Great Cæsar,—
BRUTUS	People and senators be not affrighted;
BRUTUS	Fly not; stand still; ambition's debt is paid.
BRUTUS	And Cassius too.
BRUTUS	Where's Publius?
BRUTUS	Talk not of standing. Publius, good cheer;
BRUTUS	There is no harm intended to your person,
BRUTUS	Nor to no Roman else; so tell them, Publius.
BRUTUS	Do so; and let no man abide this deed
BRUTUS	But we the doers.
BRUTUS	Fates, we will know your pleasures.
BRUTUS	That we shall die, we know; 'tis but the time
BRUTUS	And drawing days out, that men stand upon.
BRUTUS	Grant that, and then is death a benefit:
BRUTUS	So are we Cæsar's friends, that have abridg'd
BRUTUS	His time of fearing death. Stoop, Romans, stoop,
BRUTUS	And let us bathe our hands in Cæsar's blood
BRUTUS	Up to the elbows, and besmear our swords:
BRUTUS	Then walk we forth, even to the market-place;
BRUTUS	And waving our red weapons o'er our heads,
BRUTUS	Let's all cry, 'Peace, freedom, and liberty!'
BRUTUS	How many times shall Cæsar bleed in sport,
BRUTUS	That now on Pompey's basis lies along
BRUTUS	No worthier than the dust!
BRUTUS	What! shall we forth?
BRUTUS	Soft! who comes here? A friend of Antony's.
BRUTUS	Thy master is a wise and valiant Roman;
BRUTUS	I never thought him worse.
BRUTUS	Tell him, so please him come unto this place,
BRUTUS	He shall be satisfied; and, by my honour,
BRUTUS	Depart untouch'd.
BRUTUS	I know that we shall have him well to friend.
BRUTUS	But here comes Antony. Welcome, Mark Antony.
BRUTUS	O Antony! beg not your death of us.
BRUTUS	Though now we must appear bloody and cruel,
BRUTUS	As, by our hands and this our present act,
BRUTUS	You see we do, yet see you but our hands
